time,humid_sht4x,pressure_bmp280,temp_bmp280,temp_sht4x
2025/04/02 00:36:00,46.12,1008.45,42.45,42.68
2025/04/02 00:37:00,46.23,1008.44,42.41,42.66
2025/04/02 00:38:00,46.06,1008.43,42.44,42.71
2025/04/02 00:39:00,46.43,1008.4,42.35,42.51
2025/04/02 00:40:00,46,1008.35,42.42,42.77
2025/04/02 00:41:00,46.04,1008.36,42.41,42.64
2025/04/02 00:42:00,46.21,1008.39,42.39,42.7
2025/04/02 00:43:00,45.99,1008.37,42.45,42.79
2025/04/02 00:44:00,45.84,1008.39,42.45,42.8
2025/04/02 00:45:00,45.98,1008.34,42.43,42.74
2025/04/02 00:46:00,46.34,1008.35,42.36,42.55
2025/04/02 00:47:00,46.39,1008.33,42.38,42.57
2025/04/02 00:48:00,45.99,1008.31,42.38,42.61
2025/04/02 00:49:00,46.45,1008.31,42.33,42.48
2025/04/02 00:50:00,46.22,1008.27,42.36,42.63
2025/04/02 00:51:00,45.9,1008.28,42.38,42.75
2025/04/02 00:52:00,45.79,1008.27,42.41,42.72
2025/04/02 00:53:00,45.8,1008.28,42.41,42.77
2025/04/02 00:54:00,45.94,1008.25,42.38,42.69
2025/04/02 00:55:00,45.8,1008.24,42.38,42.67
2025/04/02 00:56:00,46.26,1008.21,42.35,42.51
2025/04/02 00:57:00,45.96,1008.22,42.36,42.67
2025/04/02 00:58:00,46.35,1008.23,42.31,42.38
2025/04/02 00:59:00,45.79,1008.21,42.36,42.68
2025/04/02 01:00:00,46.2,1008.15,42.32,42.52
2025/04/02 01:01:00,45.91,1008.18,42.34,42.58
2025/04/02 01:02:00,45.84,1008.15,42.34,42.66
2025/04/02 01:03:00,45.98,1008.13,42.3,42.42
2025/04/02 01:04:00,45.73,1008.16,42.33,42.67
2025/04/02 01:05:00,45.72,1008.13,42.35,42.69
2025/04/02 01:06:00,45.82,1008.11,42.33,42.59
2025/04/02 01:07:00,45.67,1008.14,42.34,42.62
2025/04/02 01:08:00,45.67,1008.1,42.33,42.65
2025/04/02 01:09:00,45.79,1008.09,42.34,42.66
2025/04/02 01:10:00,45.62,1008.05,42.34,42.64
2025/04/02 01:11:00,45.97,1008.08,42.3,42.55
2025/04/02 01:12:00,45.9,1008.08,42.27,42.47
2025/04/02 01:13:00,45.54,1008.02,42.3,42.59
2025/04/02 01:14:00,45.93,1008.01,42.25,42.45
2025/04/02 01:15:00,46.14,1007.96,42.23,42.39
2025/04/02 01:16:00,45.79,1007.93,42.25,42.38
2025/04/02 01:17:00,45.81,1007.92,42.23,42.44
2025/04/02 01:18:00,45.95,1007.87,42.19,42.32
2025/04/02 01:19:00,45.94,1007.85,42.17,42.33
2025/04/02 01:20:00,45.65,1007.83,42.2,42.37
2025/04/02 01:21:00,45.64,1007.83,42.25,42.58
2025/04/02 01:22:00,45.66,1007.78,42.21,42.39
2025/04/02 01:23:00,45.5,1007.75,42.23,42.56
2025/04/02 01:24:00,45.52,1007.75,42.23,42.5
2025/04/02 01:25:00,45.29,1007.75,42.24,42.53
2025/04/02 01:26:00,45.37,1007.72,42.2,42.37
2025/04/02 01:27:00,45.45,1007.74,42.22,42.54
2025/04/02 01:28:00,45.39,1007.72,42.22,42.44
2025/04/02 01:29:00,45.47,1007.67,42.24,42.56
2025/04/02 01:30:00,45.27,1007.62,42.24,42.58
2025/04/02 01:31:00,45.14,1007.57,42.23,42.56
2025/04/02 01:32:00,45.23,1007.56,42.23,42.57
2025/04/02 01:33:00,45.31,1007.55,42.23,42.5
2025/04/02 01:34:00,45.24,1007.51,42.19,42.5
2025/04/02 01:35:00,45.48,1007.5,42.22,42.51
2025/04/02 01:36:00,45.56,1007.5,42.22,42.51
2025/04/02 01:37:00,45.58,1007.47,42.17,42.39
2025/04/02 01:38:00,45.77,1007.51,42.09,42.33
2025/04/02 01:39:00,45.55,1007.49,42.14,42.44
2025/04/02 01:40:00,45.49,1007.52,42.2,42.51
2025/04/02 01:41:00,45.53,1007.48,42.16,42.47
2025/04/02 01:42:00,45.5,1007.49,42.19,42.51
2025/04/02 01:43:00,45.43,1007.46,42.2,42.51
2025/04/02 01:44:00,45.39,1007.5,42.21,42.56
2025/04/02 01:45:00,46,1007.52,42.1,42.2
2025/04/02 01:46:00,45.33,1007.48,42.17,42.46
2025/04/02 01:47:00,45.51,1007.41,42.16,42.48
2025/04/02 01:48:00,45.54,1007.47,42.14,42.45
2025/04/02 01:49:00,45.37,1007.42,42.15,42.46
2025/04/02 01:50:00,45.34,1007.44,42.16,42.47
2025/04/02 01:51:00,45.31,1007.43,42.16,42.48
2025/04/02 01:52:00,45.57,1007.46,42.15,42.42
2025/04/02 01:53:00,45.19,1007.37,42.15,42.5
2025/04/02 01:54:00,45.32,1007.43,42.16,42.46
2025/04/02 01:55:00,45.34,1007.42,42.16,42.48
2025/04/02 01:56:00,45.35,1007.42,42.11,42.38
2025/04/02 01:57:00,46.13,1007.43,42.02,42.13
2025/04/02 01:58:00,45.3,1007.47,42.08,42.43
2025/04/02 01:59:00,45.29,1007.47,42.11,42.44
2025/04/02 02:00:00,45.57,1007.48,42.12,42.46
2025/04/02 02:01:00,45.42,1007.44,42.11,42.4
2025/04/02 02:02:00,45.36,1007.5,42.12,42.42
2025/04/02 02:03:00,45.35,1007.49,42.13,42.43
2025/04/02 02:04:00,45.42,1007.49,42.11,42.42
2025/04/02 02:05:00,45.34,1007.51,42.1,42.33
2025/04/02 02:06:00,45.52,1007.51,42.12,42.43
2025/04/02 02:07:00,45.52,1007.54,42.13,42.51
2025/04/02 02:08:00,45.24,1007.53,42.11,42.45
2025/04/02 02:09:00,45.43,1007.54,42.1,42.39
2025/04/02 02:10:00,45.11,1007.53,42.04,42.39
2025/04/02 02:11:00,45.39,1007.53,42.05,42.3
2025/04/02 02:12:00,45.3,1007.55,42.06,42.35
2025/04/02 02:13:00,45.14,1007.54,42.06,42.39
2025/04/02 02:14:00,45.21,1007.56,42.07,42.39
2025/04/02 02:15:00,45.23,1007.55,42.06,42.34
2025/04/02 02:16:00,45.36,1007.54,42.03,42.25
2025/04/02 02:17:00,45.09,1007.53,42.02,42.3
2025/04/02 02:18:00,45.42,1007.55,42,42.2
2025/04/02 02:19:00,45.25,1007.55,42.03,42.27
2025/04/02 02:20:00,45.08,1007.5,42.02,42.34
2025/04/02 02:21:00,45.34,1007.53,42.03,42.33
2025/04/02 02:22:00,45.19,1007.5,42.02,42.32
2025/04/02 02:23:00,45.65,1007.5,41.98,42.1
2025/04/02 02:24:00,45.09,1007.45,41.99,42.26
2025/04/02 02:25:00,45.47,1007.42,41.99,42.24
2025/04/02 02:26:00,44.99,1007.45,42.01,42.3
2025/04/02 02:27:00,45.11,1007.43,42.02,42.34
2025/04/02 02:28:00,45.09,1007.41,42.02,42.36
2025/04/02 02:29:00,45.15,1007.42,41.99,42.25
2025/04/02 02:30:00,45.07,1007.4,42,42.37
2025/04/02 02:31:00,44.94,1007.38,41.98,42.22
2025/04/02 02:32:00,45.05,1007.37,41.98,42.23
2025/04/02 02:33:00,45.24,1007.37,41.93,42.18
2025/04/02 02:34:00,45.08,1007.36,41.97,42.26
2025/04/02 02:35:00,45.52,1007.33,41.93,42.12
2025/04/02 02:36:00,45.17,1007.35,41.93,42.14
2025/04/02 02:37:00,44.98,1007.33,41.97,42.29
2025/04/02 02:38:00,45.86,1007.33,41.94,42.07
2025/04/02 02:39:00,44.97,1007.33,41.96,42.28
2025/04/02 02:40:00,44.81,1007.32,41.97,42.2
2025/04/02 02:41:00,45.29,1007.33,41.9,42.04
2025/04/02 02:42:00,45.66,1007.31,41.91,42.06
2025/04/02 02:43:00,45.2,1007.32,41.94,42.17
2025/04/02 02:44:00,45.21,1007.29,41.93,42.17
2025/04/02 02:45:00,45.61,1007.3,41.87,41.93
2025/04/02 02:46:00,45.2,1007.32,41.93,42.06
2025/04/02 02:47:00,45.26,1007.32,41.86,41.91
2025/04/02 02:48:00,45.5,1007.34,41.82,41.92
2025/04/02 02:49:00,45.13,1007.33,41.9,42.19
2025/04/02 02:50:00,45.02,1007.31,41.91,42.19
2025/04/02 02:51:00,45.53,1007.32,41.91,42.16
2025/04/02 02:52:00,44.94,1007.28,41.91,42.2
2025/04/02 02:53:00,44.96,1007.28,41.88,42.15
2025/04/02 02:54:00,44.95,1007.28,41.88,42.15
2025/04/02 02:55:00,45.18,1007.31,41.93,42.33
2025/04/02 02:56:00,45.21,1007.28,41.93,42.26
2025/04/02 02:57:00,45.08,1007.28,41.92,42.21
2025/04/02 02:58:00,45.37,1007.28,41.9,42.18
2025/04/02 02:59:00,45.67,1007.29,41.8,41.81
2025/04/02 03:00:00,45.14,1007.27,41.87,42.15
2025/04/02 03:01:00,45,1007.28,41.89,42.16
2025/04/02 03:02:00,45.08,1007.28,41.89,42.16
2025/04/02 03:03:00,45,1007.32,41.88,42.22
2025/04/02 03:04:00,45.13,1007.3,41.89,42.2
2025/04/02 03:05:00,45.02,1007.27,41.89,42.23
2025/04/02 03:06:00,45.07,1007.27,41.89,42.17
2025/04/02 03:07:00,45.06,1007.26,41.88,42.14
2025/04/02 03:08:00,44.98,1007.29,41.88,42.2
2025/04/02 03:09:00,44.95,1007.27,41.89,42.22
2025/04/02 03:10:00,45.38,1007.31,41.79,41.78
2025/04/02 03:11:00,45.3,1007.28,41.83,42.08
2025/04/02 03:12:00,45.1,1007.3,41.85,42.07
2025/04/02 03:13:00,45.05,1007.29,41.87,42.12
2025/04/02 03:14:00,45.02,1007.31,41.88,42.23
2025/04/02 03:15:00,45.21,1007.31,41.85,42.1
2025/04/02 03:16:00,45.16,1007.3,41.87,42.17
2025/04/02 03:17:00,45.23,1007.29,41.84,42.11
2025/04/02 03:18:00,45.03,1007.27,41.81,41.95
2025/04/02 03:19:00,45.14,1007.26,41.83,42.12
2025/04/02 03:20:00,45,1007.27,41.86,42.18
2025/04/02 03:21:00,45.22,1007.19,41.84,42.09
2025/04/02 03:22:00,45.22,1007.2,41.82,42
2025/04/02 03:23:00,45.13,1007.21,41.8,42.07
2025/04/02 03:24:00,45.15,1007.22,41.84,42.19
2025/04/02 03:25:00,45.38,1007.2,41.82,42.1
2025/04/02 03:26:00,45.2,1007.16,41.84,42.2
2025/04/02 03:27:00,45.14,1007.18,41.84,42.1
2025/04/02 03:28:00,45.52,1007.18,41.75,41.82
2025/04/02 03:29:00,45.28,1007.2,41.79,42.01
2025/04/02 03:30:00,45.4,1007.17,41.79,42.03
2025/04/02 03:31:00,45.16,1007.17,41.79,42.08
2025/04/02 03:32:00,45.21,1007.16,41.8,42.06
2025/04/02 03:33:00,45.15,1007.16,41.81,42.07
2025/04/02 03:34:00,45.23,1007.14,41.82,42.13
2025/04/02 03:35:00,45.45,1007.13,41.8,42.07
2025/04/02 03:36:00,45.44,1007.14,41.73,41.86
2025/04/02 03:37:00,45.16,1007.12,41.8,42.14
2025/04/02 03:38:00,45.21,1007.1,41.82,42.14
2025/04/02 03:39:00,45.15,1007.1,41.82,42.16
2025/04/02 03:40:00,45.23,1007.08,41.82,42.15
2025/04/02 03:41:00,45.47,1007.07,41.81,42.09
2025/04/02 03:42:00,45.35,1007.07,41.77,42.04
2025/04/02 03:43:00,45.42,1007.07,41.79,42.08
2025/04/02 03:44:00,45.29,1007.05,41.8,42.15
2025/04/02 03:45:00,45.32,1007.04,41.8,42.14
2025/04/02 03:46:00,45.5,1007.05,41.79,42.06
2025/04/02 03:47:00,45.31,1007.04,41.79,42.09
2025/04/02 03:48:00,45.29,1007.02,41.78,42.01
2025/04/02 03:49:00,45.3,1007.02,41.76,42.11
2025/04/02 03:50:00,45.61,1007.03,41.78,42.07
2025/04/02 03:51:00,45.6,1007.01,41.72,41.89
2025/04/02 03:52:00,45.28,1007.03,41.75,42.11
2025/04/02 03:53:00,45.72,1007.05,41.74,41.96
2025/04/02 03:54:00,45.57,1007.07,41.72,41.98
2025/04/02 03:55:00,45.77,1007.09,41.73,41.95
2025/04/02 03:56:00,45.39,1007.12,41.75,42.12
2025/04/02 03:57:00,45.37,1007.1,41.76,42.06
2025/04/02 03:58:00,45.84,1007.11,41.69,41.88
2025/04/02 03:59:00,45.33,1007.13,41.73,42.07
2025/04/02 04:00:00,45.48,1007.14,41.75,42.09
2025/04/02 04:01:00,45.4,1007.14,41.75,42.09
2025/04/02 04:02:00,45.44,1007.18,41.75,42.17
2025/04/02 04:03:00,45.5,1007.18,41.77,42.13
2025/04/02 04:04:00,45.37,1007.19,41.74,42.08
2025/04/02 04:05:00,45.33,1007.18,41.69,41.86
2025/04/02 04:06:00,45.37,1007.2,41.71,42.01
2025/04/02 04:07:00,45.46,1007.21,41.72,42.08
2025/04/02 04:08:00,45.41,1007.22,41.72,42.11
2025/04/02 04:09:00,45.39,1007.21,41.72,41.98
2025/04/02 04:10:00,45.67,1007.24,41.72,42
2025/04/02 04:11:00,45.53,1007.23,41.69,41.98
2025/04/02 04:12:00,45.46,1007.23,41.72,42.07
2025/04/02 04:13:00,45.54,1007.27,41.69,42.03
2025/04/02 04:14:00,45.66,1007.25,41.68,41.93
2025/04/02 04:15:00,45.86,1007.19,41.67,41.89
2025/04/02 04:16:00,45.34,1007.19,41.71,42.11
2025/04/02 04:17:00,45.67,1007.25,41.63,41.87
2025/04/02 04:18:00,45.42,1007.23,41.67,41.97
2025/04/02 04:19:00,45.36,1007.22,41.69,42.04
2025/04/02 04:20:00,45.57,1007.21,41.66,41.93
2025/04/02 04:21:00,45.36,1007.24,41.68,42.04
2025/04/02 04:22:00,45.48,1007.24,41.68,42.05
2025/04/02 04:23:00,45.56,1007.25,41.67,42.03
2025/04/02 04:24:00,45.53,1007.22,41.66,41.95
2025/04/02 04:25:00,45.3,1007.27,41.67,41.99
2025/04/02 04:26:00,45.36,1007.26,41.66,42
2025/04/02 04:27:00,45.27,1007.29,41.67,42.02
2025/04/02 04:28:00,45.44,1007.31,41.66,41.97
2025/04/02 04:29:00,45.4,1007.29,41.65,41.89
2025/04/02 04:30:00,45.32,1007.27,41.66,41.93
2025/04/02 04:31:00,45.46,1007.3,41.66,41.98
2025/04/02 04:32:00,45.39,1007.3,41.65,41.98
2025/04/02 04:33:00,45.34,1007.29,41.64,41.99
2025/04/02 04:34:00,45.5,1007.3,41.62,41.85
2025/04/02 04:35:00,45.38,1007.34,41.6,41.83
2025/04/02 04:36:00,45.34,1007.36,41.61,41.86
2025/04/02 04:37:00,45.1,1007.35,41.62,41.95
2025/04/02 04:38:00,45.37,1007.37,41.59,41.86
2025/04/02 04:39:00,45.38,1007.38,41.6,41.92
2025/04/02 04:40:00,45.38,1007.35,41.6,41.9
2025/04/02 04:41:00,45.38,1007.39,41.62,41.96
2025/04/02 04:42:00,45.5,1007.39,41.61,41.84
2025/04/02 04:43:00,45.38,1007.39,41.6,41.92
2025/04/02 04:44:00,45.64,1007.4,41.56,41.69
2025/04/02 04:45:00,45.63,1007.41,41.56,41.73
2025/04/02 04:46:00,45.33,1007.41,41.54,41.74
2025/04/02 04:47:00,45.45,1007.42,41.55,41.84
2025/04/02 04:48:00,45.22,1007.41,41.56,41.87
2025/04/02 04:49:00,45.5,1007.38,41.56,41.86
2025/04/02 04:50:00,45.26,1007.39,41.6,41.93
2025/04/02 04:51:00,45.25,1007.38,41.59,41.93
2025/04/02 04:52:00,45.13,1007.41,41.59,41.9
2025/04/02 04:53:00,45.03,1007.45,41.56,41.83
2025/04/02 04:54:00,45.23,1007.51,41.58,41.91
2025/04/02 04:55:00,45.17,1007.5,41.57,41.87
2025/04/02 04:56:00,45.16,1007.53,41.58,41.98
2025/04/02 04:57:00,45.08,1007.55,41.58,41.95
2025/04/02 04:58:00,45.49,1007.57,41.57,41.87
2025/04/02 04:59:00,45.18,1007.59,41.56,41.82
2025/04/02 05:00:00,45.06,1007.57,41.57,42
2025/04/02 05:01:00,45.35,1007.6,41.51,41.73
2025/04/02 05:02:00,45.23,1007.6,41.52,41.82
2025/04/02 05:03:00,45.27,1007.6,41.53,41.8
2025/04/02 05:04:00,45.38,1007.64,41.49,41.76
2025/04/02 05:05:00,45.27,1007.6,41.53,41.85
2025/04/02 05:06:00,44.99,1007.62,41.54,41.89
2025/04/02 05:07:00,45.21,1007.62,41.45,41.57
2025/04/02 05:08:00,45.2,1007.66,41.5,41.78
2025/04/02 05:09:00,45.15,1007.63,41.52,41.85
2025/04/02 05:10:00,45.02,1007.67,41.54,41.95
2025/04/02 05:11:00,44.96,1007.67,41.55,41.87
2025/04/02 05:12:00,45.22,1007.69,41.5,41.75
2025/04/02 05:13:00,45.03,1007.69,41.49,41.88
2025/04/02 05:14:00,45.04,1007.71,41.52,41.86
2025/04/02 05:15:00,45.38,1007.75,41.52,41.89
2025/04/02 05:16:00,45.09,1007.79,41.52,41.86
2025/04/02 05:17:00,45.21,1007.78,41.52,41.95
2025/04/02 05:18:00,45.32,1007.78,41.52,41.8
2025/04/02 05:19:00,44.92,1007.79,41.54,41.84
2025/04/02 05:20:00,45,1007.78,41.49,41.85
2025/04/02 05:21:00,45.29,1007.82,41.5,41.89
2025/04/02 05:22:00,44.85,1007.84,41.5,41.86
2025/04/02 05:23:00,45.13,1007.84,41.49,41.85
2025/04/02 05:24:00,45.17,1007.86,41.49,41.82
2025/04/02 05:25:00,45.22,1007.9,41.45,41.63
2025/04/02 05:26:00,45.42,1007.95,41.47,41.71
2025/04/02 05:27:00,45.07,1007.94,41.49,41.92
2025/04/02 05:28:00,45.03,1007.93,41.5,41.93
2025/04/02 05:29:00,45.16,1008.01,41.49,41.73
2025/04/02 05:30:00,45.06,1008.01,41.46,41.76
2025/04/02 05:31:00,45.26,1007.99,41.47,41.76
2025/04/02 05:32:00,45.32,1007.98,41.47,41.76
2025/04/02 05:33:00,45.19,1008,41.47,41.74
2025/04/02 05:34:00,45.3,1008.01,41.39,41.56
2025/04/02 05:35:00,45.02,1007.96,41.46,41.88
2025/04/02 05:36:00,44.98,1007.99,41.46,41.78
2025/04/02 05:37:00,45.23,1007.99,41.46,41.82
2025/04/02 05:38:00,45.09,1008.02,41.47,41.84
2025/04/02 05:39:00,45.15,1008.04,41.47,41.77
2025/04/02 05:40:00,45.24,1008.04,41.46,41.8
2025/04/02 05:41:00,45.17,1008.06,41.44,41.73
2025/04/02 05:42:00,45.08,1008.09,41.44,41.78
2025/04/02 05:43:00,45.22,1008.13,41.45,41.73
2025/04/02 05:44:00,45.29,1008.18,41.44,41.69
2025/04/02 05:45:00,45.16,1008.19,41.45,41.69
2025/04/02 05:46:00,45.21,1008.2,41.44,41.79
2025/04/02 05:47:00,45.01,1008.24,41.45,41.84
2025/04/02 05:48:00,45.08,1008.23,41.45,41.72
2025/04/02 05:49:00,45.11,1008.27,41.45,41.78
2025/04/02 05:50:00,44.88,1008.26,41.43,41.73
2025/04/02 05:51:00,45.06,1008.26,41.43,41.78
2025/04/02 05:52:00,44.99,1008.28,41.43,41.75
2025/04/02 05:53:00,45.26,1008.31,41.41,41.63
2025/04/02 05:54:00,45.06,1008.31,41.41,41.72
2025/04/02 05:55:00,45.09,1008.34,41.42,41.74
2025/04/02 05:56:00,45.2,1008.37,41.43,41.76
2025/04/02 05:57:00,45.02,1008.36,41.42,41.72
2025/04/02 05:58:00,45.12,1008.41,41.39,41.72
2025/04/02 05:59:00,45.13,1008.4,41.39,41.69
2025/04/02 06:00:00,45.34,1008.4,41.36,41.69
2025/04/02 06:01:00,45.07,1008.41,41.39,41.78
2025/04/02 06:02:00,45.1,1008.42,41.4,41.79
2025/04/02 06:03:00,45.02,1008.39,41.42,41.79
2025/04/02 06:04:00,45.12,1008.39,41.4,41.72
2025/04/02 06:05:00,45.13,1008.39,41.41,41.79
2025/04/02 06:06:00,44.86,1008.43,41.41,41.71
2025/04/02 06:07:00,44.99,1008.46,41.41,41.82
2025/04/02 06:08:00,45.3,1008.49,41.31,41.45
2025/04/02 06:09:00,44.97,1008.48,41.36,41.73
2025/04/02 06:10:00,44.97,1008.51,41.37,41.73
2025/04/02 06:11:00,45.08,1008.55,41.36,41.71
2025/04/02 06:12:00,44.94,1008.56,41.36,41.75
2025/04/02 06:13:00,44.99,1008.55,41.35,41.72
2025/04/02 06:14:00,44.87,1008.57,41.34,41.67
2025/04/02 06:15:00,45.16,1008.58,41.33,41.51
2025/04/02 06:16:00,45.02,1008.62,41.35,41.63
2025/04/02 06:17:00,44.83,1008.61,41.36,41.79
2025/04/02 06:18:00,45.02,1008.63,41.36,41.69
2025/04/02 06:19:00,44.78,1008.66,41.34,41.73
2025/04/02 06:20:00,44.91,1008.7,41.36,41.75
2025/04/02 06:21:00,45.12,1008.69,41.33,41.57
2025/04/02 06:22:00,44.79,1008.7,41.35,41.74
2025/04/02 06:23:00,44.84,1008.68,41.36,41.71
2025/04/02 06:24:00,44.84,1008.71,41.33,41.68
2025/04/02 06:25:00,44.76,1008.74,41.33,41.68
2025/04/02 06:26:00,44.81,1008.74,41.31,41.64
2025/04/02 06:27:00,44.78,1008.78,41.33,41.65
2025/04/02 06:28:00,44.71,1008.75,41.29,41.64
2025/04/02 06:29:00,44.85,1008.76,41.28,41.48
2025/04/02 06:30:00,45.22,1008.78,41.24,41.49
2025/04/02 06:31:00,44.87,1008.78,41.24,41.39
2025/04/02 06:32:00,44.8,1008.83,41.25,41.5
2025/04/02 06:33:00,44.51,1008.81,41.3,41.65
2025/04/02 06:34:00,44.63,1008.87,41.27,41.55
2025/04/02 06:35:00,45.05,1008.83,41.28,41.26
2025/04/02 06:36:00,45.04,1008.86,41.27,41.56
2025/04/02 06:37:00,44.89,1008.91,41.27,41.7
2025/04/02 06:38:00,44.77,1008.89,41.25,41.5
2025/04/02 06:39:00,44.56,1008.94,41.28,41.54
2025/04/02 06:40:00,44.59,1008.96,41.27,41.55
2025/04/02 06:41:00,45.16,1008.96,41.29,41.43
2025/04/02 06:42:00,45.01,1008.98,41.28,41.56
2025/04/02 06:43:00,44.82,1009,41.26,41.69
2025/04/02 06:44:00,44.59,1009.01,41.32,41.69
2025/04/02 06:45:00,44.73,1009.02,41.28,41.62
2025/04/02 06:46:00,44.8,1009.04,41.29,41.5
2025/04/02 06:47:00,44.6,1009.03,41.26,41.46
2025/04/02 06:48:00,45.12,1009.06,41.18,41.19
2025/04/02 06:49:00,44.69,1009.06,41.27,41.59
2025/04/02 06:50:00,44.71,1009.03,41.28,41.53
2025/04/02 06:51:00,44.61,1009.04,41.29,41.68
2025/04/02 06:52:00,45.03,1009.09,41.35,41.51
2025/04/02 06:53:00,44.9,1009.11,41.35,41.6
2025/04/02 06:54:00,44.69,1009.11,41.35,41.73
2025/04/02 06:55:00,44.58,1009.14,41.4,41.84
2025/04/02 06:56:00,44.69,1009.19,41.42,41.82
2025/04/02 06:57:00,45.01,1009.22,41.35,41.62
2025/04/02 06:58:00,44.72,1009.25,41.39,41.8
2025/04/02 06:59:00,44.82,1009.25,41.39,41.82
2025/04/02 07:00:00,45.09,1009.27,41.37,41.73
2025/04/02 07:01:00,44.96,1009.28,41.41,41.85
2025/04/02 07:02:00,45.12,1009.33,41.42,41.8
2025/04/02 07:03:00,45.19,1009.35,41.41,41.83
2025/04/02 07:04:00,46.02,1009.29,41.36,41.58
2025/04/02 07:05:00,45.58,1009.34,41.46,41.78
2025/04/02 07:06:00,46.05,1009.33,41.4,41.56
2025/04/02 07:07:00,45.68,1009.33,41.41,41.72
2025/04/02 07:08:00,45.83,1009.33,41.44,41.81
2025/04/02 07:09:00,45.9,1009.37,41.47,41.8
2025/04/02 07:10:00,45.92,1009.36,41.52,41.87
2025/04/02 07:11:00,46.12,1009.39,41.51,41.78
2025/04/02 07:12:00,46.19,1009.42,41.55,41.8
2025/04/02 07:13:00,46.36,1009.42,41.54,41.8
2025/04/02 07:14:00,46.31,1009.46,41.55,41.86
2025/04/02 07:15:00,46.11,1009.48,41.57,41.92
2025/04/02 07:16:00,47.04,1009.48,41.54,41.55
2025/04/02 07:17:00,46.59,1009.5,41.53,41.72
2025/04/02 07:18:00,46.83,1009.53,41.49,41.63
2025/04/02 07:19:00,47.5,1009.57,41.47,41.29
2025/04/02 07:20:00,46.72,1009.59,41.54,41.83
2025/04/02 07:21:00,47.07,1009.6,41.52,41.58
2025/04/02 07:22:00,47.02,1009.67,41.53,41.69
2025/04/02 07:23:00,47.01,1009.61,41.55,41.71
2025/04/02 07:24:00,46.97,1009.7,41.55,41.72
2025/04/02 07:25:00,46.69,1009.66,41.66,42
